"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1540",0.16,0.43,6774.54194035568,113738.733179917,521468.925109387,641982.20022966,1447456.55057289,1225533.49438727,430321.997998858,3090363.71069791
"1541",0.16,0.44,6772.64581556961,112952.032604376,527447.441167589,647172.119587534,1444818.58015729,1214978.34625214,434515.744958011,3081253.55998473
"1542",0.16,0.45,6770.73971238351,112165.895109717,533416.18628003,652352.821102131,1442149.91092207,1204427.44261259,438672.989581642,3072085.52354033
"1543",0.16,0.46,6768.82359437284,111380.327860862,539375.14512253,657524.296577764,1439450.75392428,1193881.64912833,442805.850741947,3062860.42680897
"1544",0.16,0.47,6766.89742533858,110595.33807428,545324.302805784,662686.538305403,1436721.32517405,1183341.83088967,447089.092416474,3053579.10422482
"1545",0.16,0.48,6764.96116931582,109810.933017872,551263.64488515,667839.539072338,1433961.84557964,1172808.85216269,451338.695799854,3044242.39897877
"1546",0.16,0.49,6763.01479058238,109027.12001083,557193.157370532,672983.292171944,1431172.54089035,1162283.57613429,455554.366138943,3034851.16278178
"1547",0.16,0.5,6761.05825366779,108243.906423491,563112.826736477,678117.791413635,1428353.64163752,1151766.86465722,459735.81431614,3025406.25562466
"1548",0.16,0.51,6759.0915233622,107461.299677172,569022.63993241,683243.031132944,1425505.38307351,1141259.57799518,463882.756942297,3015908.54553456
"1549",0.16,0.52,6757.11456472557,106679.307243991,574922.584393042,688359.006201758,1422628.00510881,1130762.57456842,467994.916447536,3007032.3298628
"1550",0.16,0.53,6755.12734309682,105897.936646673,580812.648048936,693465.712038706,1419844.84882652,1120276.71069962,472072.021169916,2998730.91995777
"1551",0.16,0.54,6753.12982410333,105117.195458344,586692.819337265,698563.144619713,1417523.05828654,1109802.84036048,476113.805441876,2990369.99127953
"1552",0.16,0.55,6751.12197367049,104337.0913023,592563.087212705,703651.300488676,1415169.94742927,1099790.0271313,480120.009674407,2981950.30508237
"1553",0.16,0.56,6749.10375803126,103557.631851773,598423.441158539,708730.176768344,1412785.70097623,1089826.26996207,484090.380438885,2973472.63217538
"1554",0.16,0.57,6747.07514373612,102778.824829667,604273.871197906,713799.771171309,1410370.50880028,1079867.50322005,488024.670546519,2964937.75270628
"1555",0.16,0.58,6745.03609766294,102000.678008288,610114.36790525,718860.0820112,1407924.56587795,1069914.56434965,491922.63912535,2956346.45594123
"1556",0.16,0.59,6742.98658702715,101223.199209051,615944.92241793,723911.108214008,1405448.07223976,1059968.28984654,495784.051694756,2947699.54004093
"1557",0.16,0.6,6740.9265793919,100446.396302173,621765.526448024,728952.849329588,1402941.23291833,1050029.51500668,499608.680237402,2938997.81183292
"1558",0.16,0.61,6738.8560426785,99670.2772063418,627576.172294305,733985.305543325,1400404.25789448,1040099.07367546,503396.303268602,2930242.0865805
"1559",0.16,0.62,6736.7749451769,98894.8498883775,633376.852854411,739008.477687966,1397837.36204123,1030177.7979972,507146.705903022,2921433.18774808
"1560",0.16,0.63,6734.68325555643,98120.1223628651,639167.561637198,744022.367255619,1395240.76506578,1020266.51816496,510859.679918705,2912571.94676337
"1561",0.16,0.64,6732.58094287645,97346.1026917727,644948.292775282,749026.976409931,1392614.69144954,1010366.062171,514536.044271279,2903659.20277639
"1562",0.16,0.65,6730.46797659751,96572.7989840514,650719.04103777,754022.307998419,1389959.37038615,1000477.25555802,518399.725784576,2894695.80241547
"1563",0.16,0.66,6728.34432659222,95800.2193952131,656479.801843181,759008.365564986,1387275.03571762,990600.921171232,522228.423584727,2885682.5995405
"1564",0.16,0.67,6726.20996315663,95028.3721268908,662230.571272577,763985.153362624,1384561.92586854,980737.87891154,526021.889908071,2876620.4549933
"1565",0.16,0.68,6724.06485702155,94257.2654263766,667971.346082865,768952.676366263,1381820.28377849,970888.945489886,529779.883285364,2867510.23634567
"1566",0.16,0.69,6721.90897936404,93486.9075861399,673702.123720325,773910.940285829,1379050.35683259,961054.934182992,533502.168617665,2858352.8176448
"1567",0.16,0.7,6719.74230181913,92717.306943325,679422.902334311,778859.951579455,1376252.39679035,951236.654590599,537188.517249616,2849149.07915662
"1568",0.16,0.71,6717.56479649149,91948.471879226,685133.680791181,783799.717466898,1373426.65971272,941434.912394379,540838.707040105,2840785.74300047
"1569",0.16,0.72,6715.37643596752,91180.4108187414,690834.458688405,788730.245943113,1370573.40588753,932019.188741798,544452.52243024,2832672.73325399
"1570",0.16,0.73,6713.17719332729,90413.1322298058,696525.236368905,793651.545792038,1367692.89975319,922649.345373132,548029.754508593,2824506.92059356
"1571",0.16,0.74,6710.96704215684,89646.6446227992,702206.014935574,798563.62660053,1365321.45659951,913289.663293061,551570.201073673,2816289.09486499
"1572",0.16,0.75,6708.74595656046,88880.9565499325,707876.796266035,803466.498772528,1362954.98086364,903940.940293077,555073.666693577,2808020.05361594
"1573",0.16,0.76,6706.51391117325,88116.0766046128,713537.583027587,808360.173543373,1360558.97392102,894603.971491163,558539.962762796,2799700.60186026
"1574",0.16,0.77,6704.27088117371,87352.0134207809,719188.378692371,813244.662994325,1358133.6517593,885279.549090221,561968.907556115,2791331.55183942
"1575",0.16,0.78,6702.01684229646,86588.7756722273,724829.187552769,818119.980067293,1355679.23505691,875968.462137752,565360.326279586,2782913.72278128
"1576",0.16,0.79,6699.75177084526,85826.3720718849,730460.014736986,822986.138579716,1353195.94911918,866671.496286952,568714.05111854,2774447.94065634
"1577",0.16,0.8,6697.47564370587,85064.8113710941,736080.866224879,827843.153239679,1350684.02381278,857389.433559355,572029.921282604,2765935.03793159
"1578",0.16,0.81,6695.1884383594,84304.1023588436,741691.748863996,832691.039661199,1348143.69349813,848123.052109199,575307.783047687,2757375.85332215
"1579",0.16,0.82,6692.89013289544,83544.2538609889,747292.670385836,837529.81437972,1345575.19696017,838873.125989633,578708.532919907,2748771.23154085
"1580",0.16,0.83,6690.58070602562,82785.2747394402,752883.639422332,842359.494867797,1342978.77733729,829640.424920935,582158.090530776,2740122.02304578
"1581",0.16,0.84,6688.2601370971,82027.1738913274,758464.665522566,847180.099550991,1340354.68204861,820425.714060883,585571.675302271,2731429.08378619
"1582",0.17,0,6802.06106242503,147938.375855782,261919.279424693,416659.7163429,1543053.11781143,1709467.31787758,228516.432041288,3471626.17036616
"1583",0.17,0.01,6800.54488901774,147133.377367037,268292.268851977,422226.191108032,1540361.04057477,1697627.92251997,233807.22752549,3462147.24826556
"1584",0.17,0.02,6799.0203336854,146328.68420749,274656.421074157,427784.125615332,1537636.19433828,1685776.54082631,239065.635916148,3452596.54375484
"1585",0.17,0.03,6797.48735620063,145524.301392578,281011.709335103,433333.498083882,1534878.74519463,1673914.06457126,244291.302815092,3442974.7911457
"1586",0.17,0.04,6795.94591630495,144720.233985667,287358.107020657,438874.286922629,1532088.86459019,1662041.38974514,249483.878368325,3433282.73717825
"1587",0.17,0.05,6794.39597371265,143916.487098272,293695.587663265,444406.470735249,1529266.72929515,1650159.41632096,254643.017372415,3423521.14084816
"1588",0.17,0.06,6792.83748811478,143113.065890286,300024.124946713,449930.028325113,1526412.52137159,1638269.04801844,259853.80106405,3413690.77322851
"1589",0.17,0.07,6791.27041918305,142309.975570203,306343.692710943,455444.938700329,1523526.42813923,1626371.19206536,265069.40925979,3403792.41728622
"1590",0.17,0.08,6789.69472657409,141507.221395331,312654.264956966,460951.181078871,1521069.87307903,1614466.75895618,270255.404445598,3393826.86769334
"1591",0.17,0.09,6788.11036993352,140704.80867201,318955.815851858,466448.734893802,1518821.85278714,1602556.66220819,275411.407893935,3383794.93063319
"1592",0.17,0.1,6786.51730890034,139902.742755815,325248.319733861,471937.579798576,1516539.93276544,1590641.8181152,280537.044794022,3374051.43610043
"1593",0.17,0.11,6784.91550311129,139101.029051761,331531.75111757,477417.695672442,1514224.23249899,1578723.14549901,285631.944367465,3365463.22762654
"1594",0.17,0.12,6783.30491220531,138299.673014508,337806.084699217,482889.06262593,1511874.87707919,1566801.56545873,290695.739982964,3356801.64363489
"1595",0.17,0.13,6781.68549582816,137498.680148543,344071.295362064,488351.661006435,1509491.99719014,1554878.00111804,295728.069270055,3348067.34434228
"1596",0.17,0.14,6780.05721363712,136698.056008382,350327.358181877,493805.471403896,1507075.72909257,1542953.37737068,300728.57423179,3339261.00292304
"1597",0.17,0.15,6778.42002530568,135897.80619874,356574.248432522,499250.474656567,1504626.21460566,1531028.62062411,305696.901356307,3330383.30535814
"1598",0.17,0.16,6776.77389052855,135097.93637472,362811.941591639,504686.651856888,1502143.60108646,1519104.65854166,310632.701727205,3321434.95027851
"1599",0.17,0.17,6775.11876902653,134298.452241979,369040.41334645,510113.984357455,1499628.04140712,1507811.03903426,315535.631132658,3312416.64880287
"1600",0.17,0.18,6773.45462055165,133499.359556892,375259.639599647,515532.45377709,1497079.69392979,1496598.98767318,320405.350173199,3303329.12436996
"1601",0.17,0.19,6771.7814048924,132700.664126717,381469.596475398,520942.042007007,1494498.7224793,1485379.39233193,325241.524368108,3294173.1125653
"1602",0.17,0.2,6770.09908187892,131902.371809747,387670.260325466,526342.731217092,1491885.29631354,1474153.13894028,330043.824260326,3284949.36094258
"1603",0.17,0.21,6768.40761138852,131104.488515452,393861.607735431,531734.503862271,1489239.59009164,1462921.11637883,334811.925519836,3275658.62883976
"1604",0.17,0.22,6766.70695335111,130307.020204627,400043.615531027,537117.342689005,1486561.78383983,1451684.21623366,339545.509045438,3266301.6871899
"1605",0.17,0.23,6764.99706775486,129509.972889516,406216.260784597,542491.230741868,1483852.06291513,1440443.33254871,344244.261064856,3256879.31832695
"1606",0.17,0.24,6763.2779146519,128713.352633945,412379.520821659,547856.151370255,1481110.6179668,1429199.36157614,348907.873233106,3247392.31578637
"1607",0.17,0.25,6761.54945416424,127917.165553437,418533.373227587,553212.088235188,1478337.64489559,1417953.20152455,353536.042729062,3237841.48410096
"1608",0.17,0.26,6759.81164648965,127121.417815322,424677.795854424,558559.025316236,1475533.34481077,1406705.7523056,358282.204012754,3228227.63859174
"1609",0.17,0.27,6758.06445190772,126326.115638841,430812.766827795,563896.946918544,1472697.92398505,1395457.91527871,363006.708614634,3218551.60515414
"1610",0.17,0.28,6756.30783078615,125531.265295241,436938.264553968,569225.837679995,1469831.59380728,1384210.59299438,367699.084202574,3208814.22003964
"1611",0.17,0.29,6754.54174358697,124736.873107858,443054.267727013,574545.682578458,1466934.57073304,1372964.68893607,372358.990598339,3199016.32963277
"1612",0.17,0.3,6752.76615087297,123942.945452198,449160.755336109,579856.466939179,1464534.06254735,1361721.10726077,376986.092539456,3189526.233366
"1613",0.17,0.31,6750.98101331424,123149.488756002,455257.70667297,585158.176442286,1462232.24601739,1350480.75253856,381580.059786903,3181049.84678936
"1614",0.17,0.32,6749.18629169489,122356.509499311,461345.101339393,590450.797130399,1459897.58246808,1339244.52949118,386140.567231231,3172506.04768677
"1615",0.17,0.33,6747.38194691978,121564.014214508,467422.919254955,595734.315416382,1457530.22644703,1328013.3427298,390667.294997054,3163895.55481244
"1616",0.17,0.34,6745.56794002141,120772.009486365,473491.140664827,601008.718091214,1455130.3380093,1316788.09649221,395159.92854584,3155219.09857016
"1617",0.17,0.35,6743.74423216704,119980.501952071,479549.746147737,606273.992331975,1452698.08268625,1305924.51215383,399618.158776924,3146477.42082617
"1618",0.17,0.36,6741.91078466574,119189.498301251,485598.716624055,611530.125709971,1450233.63145203,1295311.52032785,404041.682126688,3137671.27471689
"1619",0.17,0.37,6740.06755897571,118399.005275977,491638.033364032,616777.106198985,1447737.16068784,1284696.77008098,408430.20066583,3128801.42445165
"1620",0.17,0.38,6738.21451671174,117609.029670769,497667.67799617,622014.922183651,1445208.85214384,1274081.13626932,412783.422194661,3119868.64511054
"1621",0.17,0.39,6736.3516196527,116819.578332579,503687.632515741,627243.562467973,1442648.8928989,1263465.49494831,417101.060336369,3110873.72243747
"1622",0.17,0.4,6734.47882974919,116030.658160769,509697.879293441,632463.016283959,1440057.475318,1252850.72311736,421382.834628175,3101817.45262852
"1623",0.17,0.41,6732.59610913137,115242.27610708,515698.401084206,637673.273300417,1437434.79700742,1242237.69846312,425628.470610332,3092700.64211576
"1624",0.17,0.42,6730.70342011692,114454.439175577,521689.181036156,642874.32363185,1434781.0607678,1231627.29910176,429837.699912896,3083524.10734657
"1625",0.17,0.43,6728.80072521898,113667.154422599,527670.202699716,648066.157847534,1432096.4745449,1221020.4033203,434010.260340217,3074288.67455868
"1626",0.17,0.44,6726.88798715451,112880.428956684,533641.450036861,653248.766980699,1429381.25137827,1210417.88931712,438176.010813759,3064995.17955093
"1627",0.17,0.45,6724.96516885253,112094.26993848,539602.907430534,658422.142537867,1426635.60934777,1199820.63494194,442473.503561903,3055644.46745006
"1628",0.17,0.46,6723.03223346251,111308.684580657,545554.559694215,663586.276508335,1423859.77151794,1189229.51743524,446737.211105387,3046237.3924734
"1629",0.17,0.47,6721.08914436315,110523.680147789,551496.392081646,668741.161373798,1421053.96588037,1178645.41316745,450966.832209448,3036774.81768789
"1630",0.17,0.48,6719.13586517095,109739.263956233,557428.390296718,673886.790118122,1418218.42529391,1168069.19737796,455162.07131866,3027257.61476533
"1631",0.17,0.49,6717.1723597492,108955.44337399,563350.540503528,679023.156237266,1415353.38742296,1157501.74391419,459322.638653305,3017686.66373412
"1632",0.17,0.5,6715.19859221694,108172.225820551,569262.829336577,684150.253749344,1412459.09467371,1146943.92497074,463448.250303648,3009374.8079934
"1633",0.17,0.51,6713.21452695811,107389.618766732,575165.243911158,689268.077204849,1410070.76952203,1136396.610829,467538.628322022,3001006.84061781
"1634",0.17,0.52,6711.22012863085,106607.629734491,581057.771833912,694376.621697034,1407730.40459112,1125878.68646871,471593.500812693,2992578.30036031
"1635",0.17,0.53,6709.21536217693,105826.266296729,586940.401213529,699475.882872434,1405358.54438172,1115857.99941017,475612.602019411,2984089.95830798
"1636",0.17,0.54,6707.20019283138,105045.536077076,592813.120671644,704565.856941552,1402955.37564252,1105840.75947621,479595.672410616,2975542.59545887
"1637",0.17,0.55,6705.17458613208,104265.446749667,598675.91935391,709646.540689709,1400521.09036914,1095827.81751523,483542.458762209,2966937.00250205
"1638",0.17,0.56,6703.13850792978,103486.006038889,604528.786941217,714717.931488036,1398055.88575594,1085820.02389045,487452.714237857,2958273.97959343
"1639",0.17,0.57,6701.09192439794,102707.221719125,610371.713661134,719780.027304657,1395559.96414578,1075818.22822303,491326.198466761,2949554.33612767
"1640",0.17,0.58,6699.03480204302,101929.10161447,616204.690299483,724832.826715996,1393033.53297749,1065823.27913496,495162.677618837,2940778.89050604
"1641",0.17,0.59,6696.96710771464,101151.653598438,622027.708212139,729876.328918292,1390476.80473128,1055836.02399195,498961.924477255,2931948.46990067
"1642",0.17,0.6,6694.88880861613,100374.885593645,627840.75933698,734910.533739242,1387889.99687193,1045857.30864648,502723.718508294,2923063.91001508
"1643",0.17,0.61,6692.79987231501,99598.8055714791,633643.836206044,739935.441649838,1385273.33178999,1035887.9771811,506447.845928456,2914126.05484126
"1644",0.17,0.62,6690.70026675377,98823.4215517452,639436.93195786,744951.053776359,1382627.03674086,1025928.87165228,510176.739406537,2905135.75641339
"1645",0.17,0.63,6688.58996026069,98048.741602301,645220.040349983,749957.371912544,1379951.34378188,1015980.83183476,514050.917178499,2896093.87455839
"1646",0.17,0.64,6686.46892156093,97274.7738386648,650993.155771708,754954.398531934,1377246.48970739,1006044.69496684,517889.886035902,2887001.27664342
"1647",0.17,0.65,6684.33711978754,96501.5264236074,656756.273256992,759942.136800387,1374512.71598194,996121.295496474,521693.392169996,2877858.83732045
"1648",0.17,0.66,6682.19452449298,95729.0075667246,662509.388497551,764920.590588769,1371750.26867142,986211.464828565,525461.188145453,2868667.43826813
"1649",0.17,0.67,6680.04110566033,94957.2255239889,668252.497856179,769889.764485828,1368959.3983725,976316.03107347,529193.032979618,2859427.96793105
"1650",0.17,0.68,6677.87683371506,94186.1885972799,673985.59838025,774849.663811245,1366140.36014013,966435.81879696,532888.692219134,2850573.67905254
"1651",0.17,0.69,6675.70167953662,93415.9051338948,679708.68781543,779800.294628861,1363293.41341331,956628.409174947,536547.938013886,2842438.0003337
"1652",0.17,0.7,6673.51561447048,92646.3835260371,685421.764619585,784741.663760093,1360418.82193903,947194.815496942,540170.549188211,2834247.74483606
"1653",0.17,0.71,6671.31861034001,91877.6322102827,691124.827976909,789673.778797532,1357940.28913366,937770.001693123,543756.311309329,2826003.70703821
"1654",0.17,0.72,6669.11063945871,91109.6596670262,696817.877812244,794596.648118729,1355580.49777639,928354.782025959,547305.016752942,2817706.68968424
"1655",0.17,0.73,6666.89167464252,90342.4744199018,702500.914805612,799510.280900156,1353190.79028213,918949.968487475,550816.464765959,2809357.50354544
"1656",0.17,0.74,6664.66168922228,89576.0850351841,708173.940406976,804414.687131383,1350771.38096178,909556.370549526,554290.461526303,2800956.96717884
"1657",0.17,0.75,6662.42065705629,88810.5001211634,713836.956851191,809309.877629411,1348322.48897471,900174.794915075,557726.820199759,2792505.90668281
"1658",0.17,0.76,6660.16855254307,88045.7283274995,719489.967173178,814195.864053221,1345844.33826563,890806.045270619,561125.360993823,2784005.15544965
"1659",0.17,0.77,6657.90535063423,87281.7783445492,725132.975223328,819072.658918511,1343337.15749966,881450.922039941,564485.911208518,2775455.5539156
"1660",0.17,0.78,6655.63102684752,86518.6589026724,730765.985683104,823940.275612623,1340801.17999533,872110.222139327,567808.305284146,2766857.94930817
"1661",0.17,0.79,6653.34555727991,85756.3787715099,736389.004080876,828798.728409666,1338236.64365574,862784.738734414,571092.384845932,2758213.19539112
"1662",0.17,0.8,6651.04891862096,84994.9467592394,742002.036807988,833648.032485849,1335643.79089786,853475.260998824,574569.307457494,2749522.15220711
"1663",0.17,0.81,6648.7410881662,84234.3717118045,747605.091135021,838488.203934992,1333022.86858002,844182.573874728,578024.753642058,2740785.68581835
"1664",0.17,0.82,6646.42204383074,83474.6625121174,753198.175228305,843319.259784254,1330374.1279276,834907.457835507,581443.92575584,2732004.6680452
"1665",0.17,0.83,6644.09176416291,82715.8280792365,758781.298166662,848141.218010061,1327697.82445702,825650.688650648,584826.62525683,2723179.97620305
"1666",0.18,0,6756.93759499906,147870.024196388,268409.952662765,423036.914454152,1527441.34245219,1704638.41926187,233651.683687973,3456263.10014238
"1667",0.18,0.01,6755.40868954653,147064.894779658,274776.546975914,428596.850445119,1524677.44785752,1692730.25709606,238899.308915689,3446597.88066992
"1668",0.18,0.02,6753.87131968331,146260.072366347,281134.282685703,434148.226371734,1521880.99606236,1680810.91598774,244113.841913512,3436861.27364062
"1669",0.18,0.03,6752.32544470475,145455.562003946,287483.133034375,439691.020483026,1519052.16421355,1668881.30367948,249294.931064048,3427054.04239037
"1670",0.18,0.04,6750.77102387433,144651.368788229,293823.071407881,445225.211219984,1516191.13482313,1656942.33195782,254515.034433605,3417176.96268416
"1671",0.18,0.05,6749.20801642771,143847.497863477,300154.071340571,450750.777220475,1513346.72116722,1644994.91641231,259750.404786114,3407230.82253207
"1672",0.18,0.06,6747.63638157668,143043.95442271,306476.106519975,456267.697324262,1511124.20553155,1633039.97619165,264956.184992084,3397216.42199974
"1673",0.18,0.07,6746.05607851321,142240.74370791,312789.150791681,461775.950578104,1508867.52979492,1621078.43375718,270131.98989612,3387134.57301355
"1674",0.18,0.08,6744.46706641364,141437.871010238,319093.178164292,467275.516240943,1506576.80772683,1609111.21463366,275277.438235107,3377685.92998144
"1675",0.18,0.09,6742.86930444295,140635.341670248,325388.162814491,472766.373789182,1504252.15879149,1597139.24715773,280392.152756743,3369056.36464487
"1676",0.18,0.1,6741.26275175917,139833.161078098,331674.079092193,478248.50292205,1501893.70813714,1585163.46222395,285475.760337209,3360352.29736139
"1677",0.18,0.11,6739.64736751776,139031.334673758,337950.901525793,483721.883567068,1499501.5865829,1573184.79302869,290527.892097881,3351574.39127285
"1678",0.18,0.12,6738.02311087623,138229.867947205,344218.604827512,489186.495885593,1497075.93060345,1561204.17481192,295548.183521042,3342723.32284454
"1679",0.18,0.13,6736.38994099874,137428.766438622,350477.163898847,494642.320278468,1494616.88231124,1549222.54459721,300536.274564483,3333799.78171466
"1680",0.18,0.14,6734.74781706094,136628.035738588,356726.55383612,500089.337391769,1492124.58943651,1537240.84092978,305491.809774958,3324804.47053791
"1681",0.18,0.15,6733.09669825475,135827.68148826,362966.749936123,505527.528122637,1489599.20530488,1525847.27293807,310414.438400392,3315738.10482328
"1682",0.18,0.16,6731.43654379331,135027.709379552,369197.727701876,510956.873625221,1487040.88881268,1514588.69123296,315303.814500786,3306601.412766
"1683",0.18,0.17,6729.76731291614,134228.125155313,375419.46284849,516377.35531672,1484449.80439994,1503321.63658776,320159.597057741,3297395.13507391
"1684",0.18,0.18,6728.08896489423,133428.934609488,381631.931309131,521788.954883513,1481826.12202108,1492047.00383908,324981.450082528,3288120.02478815
"1685",0.18,0.19,6726.40145903531,132630.143587282,387835.109241096,527191.654287413,1479170.01711326,1480765.69106384,329769.042722648,3278776.84709832
"1686",0.18,0.2,6724.70475468929,131831.757985311,394028.973032004,532585.435772005,1476481.67056246,1469478.5993307,334522.049366782,3269366.37915223
"1687",0.18,0.21,6722.99881125367,131033.783751756,400213.499306098,537970.281869108,1473761.26866727,1458186.63244926,339240.149748101,3259889.40986029
"1688",0.18,0.22,6721.28358817926,130236.226886497,406388.664930649,543346.175405325,1471009.0031004,1446890.69671674,343923.029045825,3250346.73969458
"1689",0.18,0.23,6719.5590449758,129439.093441248,412554.447022497,548713.09950872,1468225.07086792,1435591.70066269,348570.377985007,3240739.18048285
"1690",0.18,0.24,6717.82514121779,128642.389519688,418710.822954692,554071.037615598,1465409.67426628,1424290.55479159,353331.634730823,3231067.55519738
"1691",0.18,0.25,6716.08183655049,127846.121277573,424857.770363264,559419.973477388,1462563.02083708,1412988.17132354,358073.726363807,3221332.69773895
"1692",0.18,0.26,6714.32909069589,127050.294922853,430995.267154108,564759.891167657,1459685.3233196,1401685.46393333,362783.627087968,3211535.45271591
"1693",0.18,0.27,6712.56686345902,126254.916715769,437123.291509994,570090.775089222,1456991.30235016,1390383.34748786,367460.990065037,3201676.67521857
"1694",0.18,0.28,6710.7951147341,125459.992968953,443241.821897705,575412.609981392,1454709.47509207,1379082.73778214,372105.473380964,3192608.26623966
"1695",0.18,0.29,6709.01380451102,124665.53004751,449350.837075294,580725.380927315,1452394.48690815,1367784.55127405,376716.740156944,3184078.72608821
"1696",0.18,0.3,6707.22289288189,123871.534369098,455450.316099477,586029.073361457,1450046.48762819,1356489.70481794,381294.458658899,3175480.65884563
"1697",0.18,0.31,6705.42234004764,123078.012403994,461540.238333152,591323.673077193,1447665.63270755,1345199.11539732,385838.302405335,3166814.78940914
"1698",0.18,0.32,6703.61210632481,122284.970675156,467620.583453046,596609.166234527,1445252.08319849,1333913.6998567,390347.950273507,3158081.8547012
"1699",0.18,0.33,6701.79215215252,121492.415758271,473691.331457504,601885.539367927,1442806.00571917,1323005.02868984,394823.086603812,3149282.60348082
"1700",0.18,0.34,6699.96243809937,120700.354281793,479752.462674408,607152.779394299,1440327.57242022,1312341.83633831,399263.401302353,3140417.79614967
"1701",0.18,0.35,6698.12292487072,119908.792926974,485803.957769235,612410.87362108,1437816.96094904,1301676.05167086,403668.589941585,3131488.20455283
"1702",0.18,0.36,6696.2735733159,119117.738427888,491845.797753251,617659.809754455,1435274.3544117,1291008.56051733,408038.353859,3122494.61177447
"1703",0.18,0.37,6694.41434443562,118327.197571429,497877.963991856,622899.575907721,1432699.94133251,1280340.25016842,412372.400253753,3113437.81192856
"1704",0.18,0.38,6692.54519938951,117537.177197321,503900.438213057,628130.160609767,1430093.91561132,1269672.00911569,416670.442281188,3104318.60994451
"1705",0.18,0.39,6690.66609950384,116747.684198095,509913.202516101,633351.552813699,1427456.4764785,1259004.72679005,420932.199145185,3095137.82134817
"1706",0.18,0.4,6688.77700627928,115958.72551907,515916.239380242,638563.741905592,1424787.82844766,1248339.29329898,425157.396188269,3085896.27203804
"1707",0.18,0.41,6686.8778813988,115170.308158316,521909.531673671,643766.717713386,1422088.18126609,1237676.59916272,429345.76497942,3076594.79805694
"1708",0.18,0.42,6684.96868673586,114382.439166601,527893.062662579,648960.470515916,1419357.74986302,1227017.53504948,433540.985891692,3067234.24535927
"1709",0.18,0.43,6683.04938436244,113595.125647336,533866.816020397,654144.991052096,1416596.75429568,1216362.99150983,437853.17059029,3057815.46957396
"1710",0.18,0.44,6681.11993655755,112808.374756497,539830.77583716,659320.270530214,1413805.41969309,1205713.85871052,442131.430945752,3048339.33576317
"1711",0.18,0.45,6679.18030581564,112022.193702541,545784.926629055,664486.300637412,1410983.97619787,1195071.02616782,446375.459135607,3038806.71817708
"1712",0.18,0.46,6677.23045485517,111236.589746307,551729.253348116,669643.073549278,1408132.65890577,1184435.38248056,450584.953057624,3029218.50000468
"1713",0.18,0.47,6675.27034662743,110451.570200898,557663.741392085,674790.58193961,1405251.70780325,1173807.81506301,454759.616429733,3020172.70778912
"1714",0.18,0.48,6673.29994432543,109667.142431559,563588.376614415,679928.818990299,1402658.43391605,1163189.20987789,458899.158887813,3011801.91215949
"1715",0.18,0.49,6671.31921139292,108883.313855534,569503.145334478,685057.778401406,1400332.17922694,1152580.45116943,463003.296081303,3003368.70541769
"1716",0.18,0.5,6669.32811153356,108100.091941909,575408.0343479,690177.454401342,1397974.07343812,1142055.88695043,467071.749766553,2994873.85779174
"1717",0.18,0.51,6667.32660872027,107317.48421144,581303.030937086,695287.841757246,1395584.29984947,1131982.56540947,471104.247897857,2986318.15000483
"1718",0.18,0.52,6665.31466720467,106535.498236372,587188.122881914,700388.93578549,1393163.04715016,1121911.96256384,475100.524716101,2977702.37305623
"1719",0.18,0.53,6663.29225152667,105754.141640231,593063.298470595,705480.732362352,1390710.50937235,1111844.94192132,479060.320834966,2969027.32799767
"1720",0.18,0.54,6661.25932652432,104973.422097611,598928.546510716,710563.227934852,1388226.88584267,1101782.36672777,482983.383324619,2960293.8257053
"1721",0.18,0.55,6659.21585734355,104193.347333941,604783.856340452,715636.419531736,1385712.38113131,1091725.09970425,486869.465792847,2951502.68664747
"1722",0.18,0.56,6657.16180944834,103413.925125228,610629.217839967,720700.304774643,1383167.20499902,1081674.00278384,490718.328463556,2942654.74064824
"1723",0.18,0.57,6655.09714863086,102635.163297799,616464.621442981,725754.881889411,1380591.57234174,1071629.93684822,494529.738252598,2933750.82664707
"1724",0.18,0.58,6653.02184102179,101857.06972801,622290.058148538,730800.14971757,1377985.70313317,1061593.76146434,498303.468840866,2924791.79245454
"1725",0.18,0.59,6650.93585310085,101079.652341947,628105.519532951,735836.107727999,1375349.82236508,1051566.33462117,502039.300744599,2915778.49450442
"1726",0.18,0.6,6648.8391517074,100302.919115104,633910.997761922,740862.756028734,1372684.15998554,1041548.51246685,505816.418155347,2906711.79760213
"1727",0.18,0.61,6646.73170405119,99526.8780720464,639706.485602878,745880.095378976,1369988.95083512,1031541.14904625,509701.597300222,2897592.57466991
"1728",0.18,0.62,6644.61347772333,98751.537286054,645491.976437474,750888.127201251,1367264.43458091,1021545.0960393,513551.348884366,2888421.70648855
"1729",0.18,0.63,6642.48444070738,97976.9048787434,651267.464274301,755886.853593752,1364510.85564864,1011561.20250004,517365.412922301,2879200.08143621
"1730",0.18,0.64,6640.34456139047,97202.9890196738,657032.943761788,760876.277342852,1361728.46315277,1001590.31459675,521143.53587896,2869928.59522416
"1731",0.18,0.65,6638.19380857481,96429.7979259314,662788.4102013,765856.401935806,1358917.51082465,991633.27535318,524885.470752423,2860608.15062983
"1732",0.18,0.66,6636.03215148909,95657.3398616929,668533.859560431,770827.231573613,1356078.2569388,981690.924391147,528590.977153974,2852382.53021067
"1733",0.18,0.67,6633.85955980018,94885.6231377713,674269.288486513,775788.771184084,1353210.96423736,971909.252476787,532259.821385443,2844171.71562327
