"","V1","V2","V3","V4","V5","V6"
"217",0.02,0.15,7542.45052701728,146581.08214417,650537.773117216,804661.305788403
"218",0.02,0.16,7542.05269246934,146315.972007185,652724.521380451,806582.546080106
"219",0.02,0.17,7541.65420790307,146050.893512096,654910.655036136,808503.202756135
"220",0.02,0.18,7541.25507257646,145785.846802312,657096.174298928,810423.276173817
"221",0.02,0.19,7540.85528574879,145520.8320216,659281.079388791,812342.766696139
"222",0.02,0.2,7540.45484668061,145255.849314081,661465.370531017,814261.674691779
"223",0.02,0.21,7540.0537546337,144990.898824234,663649.047956259,816180.000535127
"224",0.02,0.22,7539.65200887125,144725.980696891,665832.111900564,818097.744606327
"225",0.02,0.23,7539.24960865773,144461.095077245,668014.562605393,820014.907291296
"226",0.02,0.24,7538.84655325896,144196.24211084,670196.400317653,821931.488981752
"227",0.02,0.25,7538.44284194212,143931.421943579,672377.62528973,823847.490075251
"228",0.02,0.26,7538.03847397577,143666.634721718,674558.237779513,825762.910975207
"229",0.02,0.27,7537.63344862987,143401.880591873,676738.238050427,827677.75209093
"230",0.02,0.28,7537.22776517579,143137.159701013,678917.626371457,829592.013837646
"231",0.02,0.29,7536.82142288633,142872.472196462,681096.403017185,831505.696636533
"232",0.02,0.3,7536.41442103572,142607.818225901,683274.568267813,833418.80091475
"233",0.02,0.31,7536.00675889968,142343.197937369,685452.1224092,835331.327105469
"234",0.02,0.32,7535.5984357554,142078.611479255,687629.065732883,837243.275647893
"235",0.02,0.33,7535.18945088156,141814.059000307,689805.398536114,839154.646987303
"236",0.02,0.34,7534.77980355838,141549.540649628,691981.121121889,841065.441575076
"237",0.02,0.35,7534.36949306756,141285.056576676,694156.233798976,842975.65986872
"238",0.02,0.36,7533.95851869242,141020.606931264,696330.736881948,844885.302331905
"239",0.02,0.37,7533.5468797178,140756.191863559,698504.630691212,846794.369434489
"240",0.02,0.38,7533.13457543015,140491.811524085,700677.915553042,848702.861652557
"241",0.02,0.39,7532.7216051175,140227.466063717,702850.591799605,850610.77946844
"242",0.02,0.4,7532.30796806952,139963.15563369,705022.659768999,852518.123370758
"243",0.02,0.41,7531.89366357755,139698.880385587,707194.11980528,854424.893854444
"244",0.02,0.42,7531.47869093454,139434.64047135,709364.972258492,856331.091420776
"245",0.02,0.43,7531.06304943513,139170.436043273,711535.217484705,858236.716577412
"246",0.02,0.44,7530.64673837567,138906.267254003,713704.855846036,860141.769838414
"247",0.02,0.45,7530.22975705421,138642.134256543,715873.887710696,862046.251724293
"248",0.02,0.46,7529.81210477055,138378.037204248,718042.313453001,863950.162762019
"249",0.02,0.47,7529.39378082622,138113.976250825,720210.133453429,865853.503485081
"250",0.02,0.48,7528.97478452455,137849.951550336,722377.348098634,867756.274433495
"251",0.02,0.49,7528.55511517063,137585.963257197,724543.957781478,869658.476153846
"252",0.02,0.5,7528.13477207136,137322.011526171,726709.96290108,871560.109199323
"253",0.02,0.51,7527.71375453551,137058.096512378,728875.363862832,873461.174129746
"254",0.02,0.52,7527.29206187364,136794.21837129,731040.161078438,875361.671511601
"255",0.02,0.53,7526.86969339822,136530.377258728,733204.354965947,877261.601918073
"256",0.02,0.54,7526.44664842358,136266.573330866,735367.945949789,879160.965929079
"257",0.02,0.55,7526.02292626597,136002.80674423,737530.934460804,881059.7641313
"258",0.02,0.56,7525.59852624359,135739.077655694,739693.320936273,882957.997118211
"259",0.02,0.57,7525.1734476765,135475.386222487,741855.105819963,884855.665490126
"260",0.02,0.58,7524.74768988682,135211.732602183,744016.289562148,886752.769854218
"261",0.02,0.59,7524.32125219862,134948.116952711,746176.872619645,888649.310824554
"262",0.02,0.6,7523.89413393795,134684.539432345,748336.855455859,890545.289022142
"263",0.02,0.61,7523.46633443294,134421.000199712,750496.238540806,892440.705074951
"264",0.02,0.62,7523.03785301371,134157.499413785,752655.022351149,894335.559617948
"265",0.02,0.63,7522.6086890125,133894.037233887,754813.207370233,896229.853293133
"266",0.02,0.64,7522.17884176358,133630.61381969,756970.794088128,898123.586749583
"267",0.02,0.65,7521.74831060336,133367.229331212,759127.783001652,900016.760643467
"268",0.02,0.66,7521.31709487041,133103.883928818,761284.174614409,901909.375638098
"269",0.02,0.67,7520.88519390536,132840.577773222,763439.969436827,903801.432403955
"270",0.02,0.68,7520.45260705112,132577.311025484,765595.167986196,905692.931618731
"271",0.02,0.69,7520.01933365272,132314.083847007,767749.770786698,907583.873967358
"272",0.02,0.7,7519.58537305741,132050.896399545,769903.77836944,909474.260142043
"273",0.02,0.71,7519.15072461468,131787.748845194,772057.191272502,911364.09084231
"274",0.02,0.72,7518.7153876763,131524.641346393,774210.010040957,913253.366775026
"275",0.02,0.73,7518.27936159627,131261.57406593,776362.235226921,915142.088654447
"276",0.02,0.74,7517.84264573096,130998.547166932,778513.86738958,917030.257202243
"277",0.02,0.75,7517.40523943898,130735.560812874,780664.907095234,918917.873147547
"278",0.02,0.76,7516.96714208133,130472.615167569,782815.354917327,920804.937226977
"279",0.02,0.77,7516.52835302138,130209.710395177,784965.211436486,922691.450184683
"280",0.02,0.78,7516.08887162485,129946.846660195,787114.477240557,924577.412772376
"281",0.02,0.79,7515.64869725992,129684.024127465,789263.152924647,926462.825749372
"282",0.02,0.8,7515.20782929712,129421.242962169,791411.239091158,928347.689882623
"283",0.02,0.81,7514.76626710954,129158.503329827,793558.73634982,930232.005946756
"284",0.02,0.82,7514.32401007267,128895.8053963,795705.645317734,932115.774724107
"285",0.02,0.83,7513.88105756452,128633.14932779,797851.966619411,933998.997004765
"286",0.02,0.84,7513.43740896562,128370.535290833,799997.700886805,935881.673586604
"287",0.02,0.85,7512.99306365905,128107.963452306,802142.848759356,937763.805275321
"288",0.02,0.86,7512.54802103045,127845.433979423,804287.410884023,939645.392884476
"289",0.02,0.87,7512.10228046808,127582.947039732,806431.387915327,941526.437235528
"290",0.02,0.88,7511.65584136276,127320.502801121,808574.780515388,943406.939157872
"291",0.02,0.89,7511.20870310801,127058.101431809,810717.589353963,945286.89948888
"292",0.02,0.9,7510.76086509996,126795.743100352,812859.815108485,947166.319073937
"293",0.02,0.91,7510.31232673744,126533.42797564,815001.458464105,949045.198766483
"294",0.02,0.92,7509.86308742203,126271.156226894,817142.52011373,950923.539428046
"295",0.02,0.93,7509.41314655796,126008.928023671,819283.000758057,952801.341928286
"296",0.02,0.94,7508.96250355229,125746.743535856,821422.901105621,954678.607145029
"297",0.02,0.95,7508.51115781484,125484.602933667,823562.221872831,956555.335964313
"298",0.02,0.96,7508.0591087582,125222.506387653,825700.963784009,958431.52928042
"299",0.02,0.97,7507.60635579784,124960.454068691,827839.127571433,960307.187995922
"300",0.02,0.98,7507.15289835206,124698.446147988,829976.713975374,962182.313021713
"301",0.03,0,7533.41413325156,150545.344168388,619923.513001128,778002.271302767
"302",0.03,0.01,7533.02491048832,150279.771742953,622119.129951563,779931.926605004
"303",0.03,0.02,7532.6350471709,150014.228911079,624314.130005342,781860.993963591
"304",0.03,0.03,7532.24454253855,149748.715811109,626508.513304716,783789.473658363
"305",0.03,0.04,7531.85339583154,149483.232581742,628702.279996846,785717.365974419
"306",0.03,0.05,7531.46160629123,149217.779362033,630895.430233842,787644.671202167
"307",0.03,0.06,7531.06917316,148952.356291393,633087.964172774,789571.389637328
"308",0.03,0.07,7530.67609568141,148686.963509588,635279.881975711,791497.521580981
"309",0.03,0.08,7530.2823731,148421.601156741,637471.183809742,793423.067339583
"310",0.03,0.09,7529.88800466152,148156.269373331,639661.869847004,795348.027224996
"311",0.03,0.1,7529.49298961282,147890.968300193,641851.940264709,797272.401554515
"312",0.03,0.11,7529.09732720188,147625.69807852,644041.395245175,799196.190650896
"313",0.03,0.12,7528.70101667788,147360.458849858,646230.23497585,801119.394842386
"314",0.03,0.13,7528.30405729115,147095.250756113,648418.459649335,803042.014462738
"315",0.03,0.14,7527.90644829322,146830.073939545,650606.069463425,804964.049851262
"316",0.03,0.15,7527.50818893684,146564.928542771,652793.06462112,806885.501352828
"317",0.03,0.16,7527.10927847597,146299.814708766,654979.445330669,808806.369317912
"318",0.03,0.17,7526.70971616584,146034.732580861,657165.211805583,810726.65410261
"319",0.03,0.18,7526.30950126289,145769.682302741,659350.364264681,812646.356068685
"320",0.03,0.19,7525.90863302491,145504.664018451,661534.902932096,814565.475583572
"321",0.03,0.2,7525.50711071088,145239.677872391,663718.828037324,816484.013020426
"322",0.03,0.21,7525.10493358117,144974.724009318,665902.139815241,818401.968758141
"323",0.03,0.22,7524.70210089746,144709.802574345,668084.838506138,820319.343181381
"324",0.03,0.23,7524.29861192272,144444.913712943,670266.924355743,822236.136680609
"325",0.03,0.24,7523.89446592133,144180.057570937,672448.397615254,824152.349652112
"326",0.03,0.25,7523.48966215903,143915.234294511,674629.258541369,826067.982498039
"327",0.03,0.26,7523.08419990293,143650.444030203,676809.507396317,827983.035626422
"328",0.03,0.27,7522.67807842157,143385.68692491,678989.144447881,829897.509451213
"329",0.03,0.28,7522.27129698491,143120.963125884,681168.16996943,831811.404392299
"330",0.03,0.29,7521.86385486433,142856.272780733,683346.584239957,833724.720875554
"331",0.03,0.3,7521.45575133269,142591.616037421,685524.387544092,835637.459332846
"332",0.03,0.31,7521.04698566434,142326.99304427,687701.580172148,837549.620202083
"333",0.03,0.32,7520.6375571351,142062.403949956,689878.162420144,839461.203927235
"334",0.03,0.33,7520.22746502228,141797.848903511,692054.134589836,841372.210958369
"335",0.03,0.34,7519.81670860476,141533.328054324,694229.496988743,843282.641751671
"336",0.03,0.35,7519.40528716295,141268.841552138,696404.249930188,845192.496769489
"337",0.03,0.36,7518.99319997882,141004.389547055,698578.393733318,847101.776480351
"338",0.03,0.37,7518.58044633593,140739.972189528,700751.928723143,849010.481359007
"339",0.03,0.38,7518.1670255194,140475.589630368,702924.85523056,850918.611886447
"340",0.03,0.39,7517.75293681606,140211.242020741,705097.173592389,852826.168549946
"341",0.03,0.4,7517.33817951427,139946.929512166,707268.884151403,854733.151843083
"342",0.03,0.41,7516.9227529041,139682.652256521,709439.987256355,856639.56226578
"343",0.03,0.42,7516.5066562773,139418.410406033,711610.483262022,858545.400324333
"344",0.03,0.43,7516.08988892728,139154.20411329,713780.372529217,860450.666531434
"345",0.03,0.44,7515.67245014918,138890.033531228,715949.655424841,862355.361406218
"346",0.03,0.45,7515.25433923985,138625.898813141,718118.332321901,864259.485474282
"347",0.03,0.46,7514.83555549792,138361.800112677,720286.403599547,866163.039267721
"348",0.03,0.47,7514.41609822377,138097.737583834,722453.869643109,868066.023325167
"349",0.03,0.48,7513.99596671953,137833.711380968,724620.730844117,869968.438191805
"350",0.03,0.49,7513.5751602892,137569.721658786,726786.987600347,871870.284419422
"351",0.03,0.5,7513.15367823855,137305.768572347,728952.640315846,873771.562566431
"352",0.03,0.51,7512.73151987521,137041.852277064,731117.689400966,875672.273197905
